scaffolds,足場かけ (スキャフォールディング) する,,
Section,セクション,,
section index page,セクション インデックスページ,,
section list page,セクション リストページ,,
Section menu,セクションメニュー,,
Section Methods,セクション メソッド,,
Section page,セクションページ,,
section template,セクション テンプレート,,
Section tree,セクションツリー,,
Section Variables,セクション変数,,
security vulnerabilities,セキュリティ脆弱性,,
See Also,関連項目,,
See Also,関連項目,現在、「See Also」を翻訳できていない,
selected version,選択されたバージョン,,
self-closed,セルフクローズド,,
self-closing syntax,自己終了構文,,
Self-hosted,セルフホスティング,,
semantic import versioning,セマンティック インポート バージョニング,,
semantic version prefix,セマンティックバージョン プレフィックス,,
semantic version tags,セマンティックバージョンタグ,,
semantic versioning,セマンティック バージョニング,,
separator,セパレーター,,
server,サーバー,,
serverless solution,サーバーレス ソリューション,,
service account,サービス アカウント,,
shadow-members,シャドウメンバー,,
Shell Script,シェルスクリプト,,
shell session,シェル セッション,,
shim,シム,,
shortcode method,ショートコード メソッド,,
shortcode parameters,ショートコード パラメータ,,
shortcode tags,ショートコード タグ,,
Shortcode Variables,ショートコード変数,,
Shortcodes,ショートコード,,
Shortcodes template,ショートコード テンプレート,,
Shuffled,シャッフルされた,,
signature,シグネチャ,,
Single content,シングルコンテンツ,,
Single content view,シングルコンテンツビュー,,
Single Page Templates,シングルページ テンプレート,,
Single Page Templates,シングルページ テンプレート,,
Single Templates,シングルテンプレート,,
singularization rules,単数化規則,,
site config,サイト設定,,
site configuration,サイト設定,,
site menu,サイトメニュー,,
Site object,サイトオブジェクト,,
site parameter,サイトパラメータ,,
Site Variables,サイト変数,,
sitemap configuration,サイトマップ設定,,
sitemap protocol,サイトマップ プロトコル,,
Sitemap Templates,サイトマップ テンプレート,,
Sitemap Variables,サイトマップ変数,,
slug,スラグ,,
snaked_case,スネークケース,,
snippet,スニペット,,
source cache,ソースキャッシュ,,
source content,ソースコンテンツ,,
source organization,ソース構成,,
Starter Kits,スターターキット,,
starter theme ,スターター テーマ,,
Static Files,静的ファイル,,
static site generator,静的サイトジェネレーター,,
stop words,ストップワード,,
Subresource Integrity,サブリソース完全性,MDN Web Docs より,
summary divider,要約区切り文字,,
summary of the content ,コンテンツの要約,,
summary views,サマリービュー,,
symmetric difference,対称差,,
syntax highlighter,シンタックス ハイライター,,
Syntax Highlighting,シンタックスハイライト,,
Table of Contents,目次,,
tags taxonomy,タグ タクソノミー,,
target paths,ターゲットパス,,
taxonomy,タクソノミー ,(分類法),
taxonomy list page,タクソノミー リストページ,,
taxonomy list tempalte,タクソノミー リスト テンプレート,,
taxonomy methods,タクソノミー メソッド,,
taxonomy pages,タクソノミー ページ,,
taxonomy templates,タクソノミー テンプレート,,
taxonomy term page,タクソノミー用語ページ,,
taxonomy term template,タクソノミー用語テンプレート,,
Taxonomy Variables,タクソノミー変数,,
Template code,テンプレート コード,,
template context,テンプレート コンテキスト,,
Template Debugging,テンプレートのデバッグ,,
template file,テンプレートファイル,,
Template layer,テンプレート レイヤー,,
Template Lookup,テンプレート検索,,
Template Metrics,テンプレート メトリクス,,
template parser,テンプレート パーサー,,
temporary directories,一時ディレクトリ,,
terminal,端末,,
Testimonials,「お客様の声」,,
text editor,テキストエディター,,
theme components,テーマ コンポーネント,,
Tip,ヒント,,
title case,タイトルケース,,
title casing,タイトルケーシング,タイトルの大文字表記,
tooling,ツール,,
top-level menu,トップレベル メニュー,,
top-level section,トップレベル セクション,,
tracking code,トラッキング コード,,
tracking issue,トラッキングイシュー,,
transient files,一時ファイル,,
Transparent Log,透明性ログ,,
transpiler,トランスパイラ,,
tree-shaking,ツリー シェイキング,,
Twitter Cards,Twitter カード,,
ugly URLs,アグリー URL,,
unescape,アンエスケープ,,
URL Management,URL 管理,,
Usage,使用方法,,
user interface,ユーザー インターフェイス,,
Valid,有効,,
validation,検証,,
Variable Scoping,変数のスコープ,,
variadic arguments,可変長引数,,
variants,バリアント,,
vendor directory,ベンダーディレクトリ,,
vendor lock-in,ベンダー ロックイン,,
vendor tree,ベンダーツリー,,
vendored,ベンダリングされた,ベンダー化されている,
vendoring,ベンダリング,ベンダー化,
verbose logging,詳細ログ,,
version control repository,バージョン管理リポジトリ,,
Version control systems,バージョン管理システム,,
version prefix,バージョン プレフィックス,,
version queries,バージョンクエリ,,
version query,バージョンクエリ,,
version query suffix,バージョンクエリ サフィックス,,
Version Selection,バージョンの選択,,
version suffix,バージョン サフィックス,,
view template,ビュー テンプレート,,
Website,Web サイト,,
Weighted Pages,重み付きページ,,
Whitespace,空白文字,,
workflow file,ワークフローファイル,,
working copy,作業用コピー,,
workspace mode,ワークスペース モード,,
workspace modules,ワークスペース モジュール,,
wrapping container,ラッピングコンテナ,,
