Pages Methods,ページメソッド,,
Pagination,ページ付け,MDN Web Docs より,
paginator,ページネーター,,
Parameter,パラメータ,,
Params,パラメータ,,
partial,パーシャル (部分テンプレート),,
partial cached function,部分テンプレート キャッシュ関数,,
partial template,部分テンプレート,,
Path Breakdown,パスの内訳,,
pattern matching,パターン マッチング,,
Permalinks,パーマリンク,,
Permanent link,パーマネント リンク,,
permission,パーミッション,,
Pipe chain,パイプチェーン,,
Pipes,パイプ,,
placeholder,プレースホルダー,,
Positional Parameters,位置指定パラメータ,,
Post,投稿,,
PostProcess,後処理,,
predefined variable,定義済み変数,,
prerequisites,前提条件,,
Pretty URLs,プリティー URL,,
Private use subtags,私的利用のサブタグ,,
processor,プロセッサー,,
production,生成,,
project configuration,プロジェクト設定,,
project directory,プロジェクト ディレクトリ,,
project directory,プロジェクト ディレクトリ,,
Project Pages,プロジェクト ページ,,
project root,プロジェクト ルート,,
project template,プロジェクト テンプレート,,
Provider,プロバイダー,,
public repository,パブリック リポジトリ,,
Publish Date,公開日,,
Pull Request,プルリクエスト,,
Pull Zone,プルゾーン,,
query,問い合わせる,,
query parameter,クエリパラメータ,,
quick-and-dirty,手っ取り早い,間に合わせの,英次郎
Quiet mode,クワイエットモード,,
random permutation,ランダム置換,,
Raw string,Raw (生) 文字列,,
"""Read More..."" ",「続きを読む...」,,
rebuild,リビルド,,
regular page,通常ページ,,
Related Content,関連コンテンツ,,
relative permalink,相対パーマリンク,,
remote repository,リモートリポジトリ,,
remote target,リモートターゲット,,
render hooks,レンダーフック,,
rendering functionality,レンダリング機能,,
resource object,リソースオブジェクト,,
response,レスポンス,,
Returns,戻り値,,
Reverse method,リバースメソッド,,
Reverse Order,逆順,,
root directory,ルートディレクトリ,,
scaffolding,足場かけ (スキャフォールディング),,
scaffolds,足場かけ (スキャフォールディング) する,,
Section,セクション,,
section index page,セクション インデックスページ,,
section list page,セクション リストページ,,
Section menu,セクションメニュー,,
Section Methods,セクション メソッド,,
Section page,セクションページ,,
section template,セクション テンプレート,,
Section tree,セクションツリー,,
Section Variables,セクション変数,,
See Also,関連項目,,
See Also,関連項目,現在、「See Also」を翻訳できていない,
self-closed,セルフクローズド,,
self-closing syntax,自己終了構文,,
separator,セパレーター,,
server,サーバー,,
serverless solution,サーバーレス ソリューション,,
service account,サービス アカウント,,
shadow-members,シャドウメンバー,,
Shell Script,シェルスクリプト,,
shell session,シェル セッション,,
shortcode method,ショートコード メソッド,,
shortcode parameters,ショートコード パラメータ,,
shortcode tags,ショートコード タグ,,
Shortcode Variables,ショートコード変数,,
Shortcodes,ショートコード,,
Shortcodes template,ショートコード テンプレート,,
Shuffled,シャッフルされた,,
signature,シグネチャ,,
Single content,シングルコンテンツ,,
Single content view,シングルコンテンツビュー,,
Single Page Templates,シングルページ テンプレート,,
Single Page Templates,シングルページ テンプレート,,
Single Templates,シングルテンプレート,,
singularization rules,単数化規則,,
site config,サイト設定,,
site configuration,サイト設定,,
site menu,サイトメニュー,,
Site object,サイトオブジェクト,,
site parameter,サイトパラメータ,,
Site Variables,サイト変数,,
sitemap configuration,サイトマップ設定,,
sitemap protocol,サイトマップ プロトコル,,
Sitemap Templates,サイトマップ テンプレート,,
Sitemap Variables,サイトマップ変数,,
slug,スラグ,,
snaked_case,スネークケース,,
snippet,スニペット,,
source cache,ソースキャッシュ,,
source content,ソースコンテンツ,,
source organization,ソース構成,,
Starter Kits,スターターキット,,
starter theme ,スターター テーマ,,
Static Files,静的ファイル,,
static site generator,静的サイトジェネレーター,,
stop words,ストップワード,,
Subresource Integrity,サブリソース完全性,MDN Web Docs より,
summary divider,要約区切り文字,,
summary of the content ,コンテンツの要約,,
summary views,サマリービュー,,
symmetric difference,対称差,,
syntax highlighter,シンタックス ハイライター,,
Syntax Highlighting,シンタックスハイライト,,
Table of Contents,目次,,
tags taxonomy,タグ タクソノミー,,
target paths,ターゲットパス,,
taxonomy,タクソノミー ,(分類法),
taxonomy list page,タクソノミー リストページ,,
taxonomy list tempalte,タクソノミー リスト テンプレート,,
taxonomy methods,タクソノミー メソッド,,
taxonomy pages,タクソノミー ページ,,
taxonomy templates,タクソノミー テンプレート,,
taxonomy term page,タクソノミー用語ページ,,
taxonomy term template,タクソノミー用語テンプレート,,
Taxonomy Variables,タクソノミー変数,,
Template code,テンプレート コード,,
template context,テンプレート コンテキスト,,
Template Debugging,テンプレートのデバッグ,,
template file,テンプレートファイル,,
Template layer,テンプレート レイヤー,,
Template Lookup,テンプレート検索,,
Template Metrics,テンプレート メトリクス,,
template parser,テンプレート パーサー,,
terminal,端末,,
Testimonials,「お客様の声」,,
text editor,テキストエディター,,
theme components,テーマ コンポーネント,,
Tip,ヒント,,
title case,タイトルケース,,
title casing,タイトルケーシング,タイトルの大文字表記,
top-level menu,トップレベル メニュー,,
top-level section,トップレベル セクション,,
tracking code,トラッキング コード,,
transpiler,トランスパイラ,,
Twitter Cards,Twitter カード,,
ugly URLs,アグリー URL,,
unescape,アンエスケープ,,
URL Management,URL 管理,,
Usage,使用方法,,
user interface,ユーザー インターフェイス,,
Valid,有効,,
Variable Scoping,変数のスコープ,,
variadic arguments,可変長引数,,
variants,バリアント,,
vendor lock-in,ベンダー ロックイン,,
vendored,ベンダリングされている,,
verbose logging,詳細ログ,,
view template,ビュー テンプレート,,
Website,Web サイト,,
Weighted Pages,重み付きページ,,
Whitespace,空白文字,,
workflow file,ワークフローファイル,,
working copy,作業用コピー,,
wrapping container,ラッピングコンテナ,,
